id,make,model,year,engine,horsepower,torque,acceleration,price,url
875,Ford,GT,2022,3.5,660,550,2.8,"500,000",https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Ford_GT_2018_and_Ford_GT_1968_at_Legendy_2019_in_Prague_%28cropped%29.jpg/640px-Ford_GT_2018_and_Ford_GT_1968_at_Legendy_2019_in_Prague_%28cropped%29.jpg
876,Jaguar,F-Type,2021,3,380,339,4.4,"62,750",https://upload.wikimedia.org/wikipedia/commons/thumb/1/16/2024_Jaguar_F-Type_Heritage.jpg/640px-2024_Jaguar_F-Type_Heritage.jpg
877,Lexus,LC 500,2021,5,471,398,4.4,"92,000",https://upload.wikimedia.org/wikipedia/commons/thumb/8/89/2023_Lexus_LC500_in_Atomic_Silver%2C_front_left.jpg/640px-2023_Lexus_LC500_in_Atomic_Silver%2C_front_left.jpg
878,Lotus,Evija,2021,Electric,2000,1254,2.8,"2,800,000",https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/2020_Lotus_Evija.jpg/640px-2020_Lotus_Evija.jpg
879,Maserati,GranTurismo,2021,Electric,550,N/A,2.8,"200,000",https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Maserati_GranTurismo_Trofeo_1X7A0828.jpg/640px-Maserati_GranTurismo_Trofeo_1X7A0828.jpg
880,Nissan,370Z,2021,3.7,332,270,5,"30,090",https://upload.wikimedia.org/wikipedia/commons/thumb/a/a8/2012-2017_Nissan_Fairlady_Z.jpg/640px-2012-2017_Nissan_Fairlady_Z.jpg
881,Rolls-Royce,Ghost,2021,6.8,563,627,4.6,"332,500",https://upload.wikimedia.org/wikipedia/commons/thumb/9/97/2022_Rolls-Royce_Ghost_Black_Badge_in_Arctic_White%2C_front_left.jpg/640px-2022_Rolls-Royce_Ghost_Black_Badge_in_Arctic_White%2C_front_left.jpg
882,Porsche,Taycan,2021,2,402,254,5.1,"81,250",https://upload.wikimedia.org/wikipedia/commons/thumb/d/dc/2020_Porsche_Taycan_4S_79kWh_Front.jpg/640px-2020_Porsche_Taycan_4S_79kWh_Front.jpg
883,Aston Martin,DB11,2021,4,630,516,3.7,"198,995",https://upload.wikimedia.org/wikipedia/commons/thumb/9/92/2018_Aston_Martin_DB11_V8_Automatic_4.0_Front.jpg/640px-2018_Aston_Martin_DB11_V8_Automatic_4.0_Front.jpg
884,Lotus,Evora GT,2021,3.5,416,317,3.8,"105,000",https://upload.wikimedia.org/wikipedia/commons/thumb/2/26/2017_Lotus_Evora_400%2C_sky_blue%2C_front_left.jpg/640px-2017_Lotus_Evora_400%2C_sky_blue%2C_front_left.jpg
885,Acura,NSX,2022,3.5,573,476,2.7,"157,500",https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/AcuraNSX-05-cropped.jpg/640px-AcuraNSX-05-cropped.jpg
886,Tesla,Roadster,2022,0,"10,000","7,376",1.9,"200,000",/placeholder-car.jpg
887,Chevrolet,Camaro,2022,6.2,455,455,4,"25,000",https://upload.wikimedia.org/wikipedia/commons/thumb/5/5e/2019_Chevrolet_Camaro_2SS_6.2L_front_3.16.19.jpg/640px-2019_Chevrolet_Camaro_2SS_6.2L_front_3.16.19.jpg
888,Dodge,Charger,2021,6.2,797,707,3.3,"72,000",https://upload.wikimedia.org/wikipedia/commons/thumb/6/62/1969_Dodge_Charger_%2821572136732%29.jpg/640px-1969_Dodge_Charger_%2821572136732%29.jpg
889,Jaguar,F-Type,2021,3,380,339,4.9,"62,750",https://upload.wikimedia.org/wikipedia/commons/thumb/1/16/2024_Jaguar_F-Type_Heritage.jpg/640px-2024_Jaguar_F-Type_Heritage.jpg
890,Lexus,LC 500,2021,5,471,398,4.4,"93,000",https://upload.wikimedia.org/wikipedia/commons/thumb/8/89/2023_Lexus_LC500_in_Atomic_Silver%2C_front_left.jpg/640px-2023_Lexus_LC500_in_Atomic_Silver%2C_front_left.jpg
891,BMW,M4,2022,3,473,406,4.1,"71,800",https://upload.wikimedia.org/wikipedia/commons/thumb/e/e2/2021_BMW_M4_Competition_Automatic_3.0_Front.jpg/640px-2021_BMW_M4_Competition_Automatic_3.0_Front.jpg
892,Ford,GT,2021,3.5,660,550,2.9,"500,000",https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Ford_GT_2018_and_Ford_GT_1968_at_Legendy_2019_in_Prague_%28cropped%29.jpg/640px-Ford_GT_2018_and_Ford_GT_1968_at_Legendy_2019_in_Prague_%28cropped%29.jpg
893,Maserati,GranTurismo,2021,4.7,454,384,4.7,"150,980",https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Maserati_GranTurismo_Trofeo_1X7A0828.jpg/640px-Maserati_GranTurismo_Trofeo_1X7A0828.jpg
894,McLaren,600LT,2021,3.8,592,457,2.8,"256,500",https://upload.wikimedia.org/wikipedia/commons/thumb/8/87/2017_McLaren_570S%2C_blue%2C_front_left.jpg/640px-2017_McLaren_570S%2C_blue%2C_front_left.jpg
895,Mercedes-Benz,SLS AMG,2021,6.2,622,468,3.6,"254,995",https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Mercedes-Benz_SLS_AMG_%28C_197%29_%E2%80%93_Frontansicht_ge%C3%B6ffnet%2C_10._August_2011%2C_D%C3%BCsseldorf.jpg/640px-Mercedes-Benz_SLS_AMG_%28C_197%29_%E2%80%93_Frontansicht_ge%C3%B6ffnet%2C_10._August_2011%2C_D%C3%BCsseldorf.jpg
896,Nissan,370Z,2021,3.7,332,270,5.2,"30,000",https://upload.wikimedia.org/wikipedia/commons/thumb/a/a8/2012-2017_Nissan_Fairlady_Z.jpg/640px-2012-2017_Nissan_Fairlady_Z.jpg
897,Audi,RS 7,2021,4,591,590,3.4,"114,000",https://upload.wikimedia.org/wikipedia/commons/thumb/0/07/RS_S_AA.png/640px-RS_S_AA.png
898,Bentley,Continental GT,2021,4,542,568,3.9,"220,000",https://upload.wikimedia.org/wikipedia/commons/thumb/5/52/1956_Bentley_Continental_coup%C3%A9_by_Park_Ward.jpg/640px-1956_Bentley_Continental_coup%C3%A9_by_Park_Ward.jpg
899,Bugatti,Chiron,2021,8,"1,500","1,180",2.4,"3,000,000",https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/Bugatti_Chiron_1.jpg/640px-Bugatti_Chiron_1.jpg
900,Porsche,Cayman,2022,2,300,280,4.5,"59,900",https://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/Porsche_718_Boxster_Spyder_IMG_2961.jpg/640px-Porsche_718_Boxster_Spyder_IMG_2961.jpg
901,Aston Martin,Vantage,2021,4,503,505,3.5,"147,000",https://upload.wikimedia.org/wikipedia/commons/thumb/3/34/Aston-Martin_Vantage_%281973%29_%2834328531642%29.jpg/640px-Aston-Martin_Vantage_%281973%29_%2834328531642%29.jpg
902,Alfa Romeo,4C Spider,2020,1.7,237,258,4.1,"67,150",https://upload.wikimedia.org/wikipedia/commons/thumb/3/34/Festival_automobile_international_2014_-_Alfa_Romeo_4C_-_009.jpg/640px-Festival_automobile_international_2014_-_Alfa_Romeo_4C_-_009.jpg
903,Audi,RS 5,2022,2.9,444,443,3.5,"75,100",https://upload.wikimedia.org/wikipedia/commons/thumb/0/07/RS_S_AA.png/640px-RS_S_AA.png
904,BMW,M2,2022,3,405,406,4,"58,900",https://upload.wikimedia.org/wikipedia/commons/thumb/b/b8/BMW_G87_M2_1X7A1838.jpg/640px-BMW_G87_M2_1X7A1838.jpg
905,Dodge,Challenger SRT Hellcat,2021,6.2,717,656,3.5,"60,695",https://upload.wikimedia.org/wikipedia/commons/thumb/0/07/Dodge_Challenger_SRT8_%282015%29_Hirschaid-20220709-RM-120221.jpg/640px-Dodge_Challenger_SRT8_%282015%29_Hirschaid-20220709-RM-120221.jpg
906,Ferrari,F8 Spider,2022,3.9,710,568,2.9,"274,390",https://upload.wikimedia.org/wikipedia/commons/thumb/8/8b/Ferrari_F8_Tributo_Genf_2019_1Y7A5665.jpg/640px-Ferrari_F8_Tributo_Genf_2019_1Y7A5665.jpg
907,Jaguar,F-Type,2021,3,296,295,5.4,"64,700",https://upload.wikimedia.org/wikipedia/commons/thumb/1/16/2024_Jaguar_F-Type_Heritage.jpg/640px-2024_Jaguar_F-Type_Heritage.jpg
908,Lamborghini,Aventador,2021,6.5,759,531,2.9,"517,770",https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Lamborghini_Aventador_at_Chelsea_Auto_Legends_2012%2C_London_%28Ank_Kumar%29_02.jpg/640px-Lamborghini_Aventador_at_Chelsea_Auto_Legends_2012%2C_London_%28Ank_Kumar%29_02.jpg
909,Lexus,LC 500,2022,5,471,398,4.4,"92,950",https://upload.wikimedia.org/wikipedia/commons/thumb/8/89/2023_Lexus_LC500_in_Atomic_Silver%2C_front_left.jpg/640px-2023_Lexus_LC500_in_Atomic_Silver%2C_front_left.jpg
910,Lotus,Evora GT,2021,3.5,416,317,3.8,"99,990",https://upload.wikimedia.org/wikipedia/commons/thumb/2/26/2017_Lotus_Evora_400%2C_sky_blue%2C_front_left.jpg/640px-2017_Lotus_Evora_400%2C_sky_blue%2C_front_left.jpg
911,Maserati,GranTurismo,2021,4.7,454,384,4.7,"150,800",https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Maserati_GranTurismo_Trofeo_1X7A0828.jpg/640px-Maserati_GranTurismo_Trofeo_1X7A0828.jpg
912,McLaren,GT,2021,4,612,465,3.1,"210,000",https://upload.wikimedia.org/wikipedia/commons/thumb/0/08/2022_McLaren_GT.jpg/640px-2022_McLaren_GT.jpg
913,Mercedes-Benz,AMG C 63,2021,4,469,479,3.8,"67,600",https://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/Mercedes-AMG_S_63%2C_Frankfurt_%281Y7A3450%29.jpg/640px-Mercedes-AMG_S_63%2C_Frankfurt_%281Y7A3450%29.jpg
914,Nissan,370Z Nismo,2021,3.7,350,276,4.5,"45,790",https://upload.wikimedia.org/wikipedia/commons/thumb/a/a8/2012-2017_Nissan_Fairlady_Z.jpg/640px-2012-2017_Nissan_Fairlady_Z.jpg
915,Porsche,Panamera,2022,2.9,325,331,5.3,"88,800",https://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/Porsche_972_IMG_9337.jpg/640px-Porsche_972_IMG_9337.jpg
916,Subaru,WRX STI,2021,2.5,310,290,5.2,"38,170",https://upload.wikimedia.org/wikipedia/commons/thumb/6/68/2022_Subaru_WRX_GT_in_Ceramic_White%2C_front_left_%28NYIAS_2022%29.jpg/640px-2022_Subaru_WRX_GT_in_Ceramic_White%2C_front_left_%28NYIAS_2022%29.jpg
917,Tesla,Roadster,2022,N/A,"10,000+",N/A,1.9,"200,000",/placeholder-car.jpg
918,Porsche,718 Cayman,2022,2,300,280,4.9,"61,500",https://upload.wikimedia.org/wikipedia/commons/thumb/4/4f/Porsche_718RSK_Spyder%2C_front_right%2C_Stratford.jpg/640px-Porsche_718RSK_Spyder%2C_front_right%2C_Stratford.jpg
919,Lamborghini,Aventador,2021,6.5,729,509,2.9,"393,695",https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Lamborghini_Aventador_at_Chelsea_Auto_Legends_2012%2C_London_%28Ank_Kumar%29_02.jpg/640px-Lamborghini_Aventador_at_Chelsea_Auto_Legends_2012%2C_London_%28Ank_Kumar%29_02.jpg
920,Ferrari,SF90 Stradale,2022,4,986,590,2.5,"625,000",https://upload.wikimedia.org/wikipedia/commons/thumb/d/df/FIA_F1_Austria_2019_Nr._5_Vettel_1.jpg/640px-FIA_F1_Austria_2019_Nr._5_Vettel_1.jpg
921,Audi,RS5 Coupe,2022,2.9,444,443,3.5,"76,350",https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Audi_A5_B10_DSC_7314.jpg/640px-Audi_A5_B10_DSC_7314.jpg
922,McLaren,570S,2021,3.8,562,443,3.1,"202,000",https://upload.wikimedia.org/wikipedia/commons/thumb/8/87/2017_McLaren_570S%2C_blue%2C_front_left.jpg/640px-2017_McLaren_570S%2C_blue%2C_front_left.jpg
923,BMW,M2,2022,3,405,406,4,"58,900",https://upload.wikimedia.org/wikipedia/commons/thumb/b/b8/BMW_G87_M2_1X7A1838.jpg/640px-BMW_G87_M2_1X7A1838.jpg
924,Mercedes-Benz,SL,2022,3,429,384,4.4,"96,000",https://upload.wikimedia.org/wikipedia/commons/thumb/1/1c/Mercedes-Benz_SL_350_AMG_Line_%28R_231%29_%E2%80%93_Frontansicht%2C_22._M%C3%A4rz_2014%2C_D%C3%BCsseldorf.jpg/640px-Mercedes-Benz_SL_350_AMG_Line_%28R_231%29_%E2%80%93_Frontansicht%2C_22._M%C3%A4rz_2014%2C_D%C3%BCsseldorf.jpg
925,Chevrolet,Camaro,2021,6.2,455,455,4,"25,000",https://upload.wikimedia.org/wikipedia/commons/thumb/5/5e/2019_Chevrolet_Camaro_2SS_6.2L_front_3.16.19.jpg/640px-2019_Chevrolet_Camaro_2SS_6.2L_front_3.16.19.jpg
926,Ford,GT,2022,3.5,660,550,2.8,"500,000",https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Ford_GT_2018_and_Ford_GT_1968_at_Legendy_2019_in_Prague_%28cropped%29.jpg/640px-Ford_GT_2018_and_Ford_GT_1968_at_Legendy_2019_in_Prague_%28cropped%29.jpg
927,Nissan,370Z,2021,3.7,332,270,5.3,"33,000",https://upload.wikimedia.org/wikipedia/commons/thumb/a/a8/2012-2017_Nissan_Fairlady_Z.jpg/640px-2012-2017_Nissan_Fairlady_Z.jpg
928,Alfa Romeo,Giulia Quadrifoglio,2021,2.9,505,443,3.8,"75,250",https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Alfa_Romeo_Giulia_Super_%28cropped%29.jpg/640px-Alfa_Romeo_Giulia_Super_%28cropped%29.jpg
929,Aston Martin,DB11,2022,4,630,516,3.7,"201,495",https://upload.wikimedia.org/wikipedia/commons/thumb/9/92/2018_Aston_Martin_DB11_V8_Automatic_4.0_Front.jpg/640px-2018_Aston_Martin_DB11_V8_Automatic_4.0_Front.jpg
930,Bentley,Continental GT,2021,6,626,664,3.3,"201,000",https://upload.wikimedia.org/wikipedia/commons/thumb/5/52/1956_Bentley_Continental_coup%C3%A9_by_Park_Ward.jpg/640px-1956_Bentley_Continental_coup%C3%A9_by_Park_Ward.jpg
931,Dodge,Challenger,2021,6.4,485,475,3.8,"62,000",https://upload.wikimedia.org/wikipedia/commons/thumb/0/07/Dodge_Challenger_SRT8_%282015%29_Hirschaid-20220709-RM-120221.jpg/640px-Dodge_Challenger_SRT8_%282015%29_Hirschaid-20220709-RM-120221.jpg
932,Jaguar,F-Type R,2022,5,575,516,3.5,"103,200",https://upload.wikimedia.org/wikipedia/commons/thumb/1/16/2024_Jaguar_F-Type_Heritage.jpg/640px-2024_Jaguar_F-Type_Heritage.jpg
933,Lexus,LC 500,2022,5,471,398,4.4,"92,950",https://upload.wikimedia.org/wikipedia/commons/thumb/8/89/2023_Lexus_LC500_in_Atomic_Silver%2C_front_left.jpg/640px-2023_Lexus_LC500_in_Atomic_Silver%2C_front_left.jpg
934,Lotus,Evora GT,2021,3.5,416,317,3.8,"99,000",https://upload.wikimedia.org/wikipedia/commons/thumb/2/26/2017_Lotus_Evora_400%2C_sky_blue%2C_front_left.jpg/640px-2017_Lotus_Evora_400%2C_sky_blue%2C_front_left.jpg
935,Maserati,GranTurismo,2021,4.7,454,384,4.7,"150,000",https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Maserati_GranTurismo_Trofeo_1X7A0828.jpg/640px-Maserati_GranTurismo_Trofeo_1X7A0828.jpg
936,Porsche,Cayman GT4,2021,4,414,309,4.2,"102,500",https://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/Porsche_718_Boxster_Spyder_IMG_2961.jpg/640px-Porsche_718_Boxster_Spyder_IMG_2961.jpg
937,Aston Martin,Vantage,2022,4,503,505,3.5,"149,995",https://upload.wikimedia.org/wikipedia/commons/thumb/3/34/Aston-Martin_Vantage_%281973%29_%2834328531642%29.jpg/640px-Aston-Martin_Vantage_%281973%29_%2834328531642%29.jpg
938,Dodge,Charger SRT Hellcat,2022,6.2,717,650,3.5,"78,595",https://upload.wikimedia.org/wikipedia/commons/thumb/6/62/1969_Dodge_Charger_%2821572136732%29.jpg/640px-1969_Dodge_Charger_%2821572136732%29.jpg
939,Audi,RS 7,2021,4,591,590,3.5,"114,000",https://upload.wikimedia.org/wikipedia/commons/thumb/0/07/RS_S_AA.png/640px-RS_S_AA.png
940,Chevrolet,Camaro SS,2022,6.2,455,455,4.1,"37,500",https://upload.wikimedia.org/wikipedia/commons/thumb/5/5e/2019_Chevrolet_Camaro_2SS_6.2L_front_3.16.19.jpg/640px-2019_Chevrolet_Camaro_2SS_6.2L_front_3.16.19.jpg
941,Ford,Mustang GT,2022,5,460,420,4,"38,500",https://upload.wikimedia.org/wikipedia/commons/thumb/d/d1/2018_Ford_Mustang_GT_5.0.jpg/640px-2018_Ford_Mustang_GT_5.0.jpg
942,Jaguar,F-Type R,2022,5,575,516,3.5,"103,200",https://upload.wikimedia.org/wikipedia/commons/thumb/1/16/2024_Jaguar_F-Type_Heritage.jpg/640px-2024_Jaguar_F-Type_Heritage.jpg
943,Lexus,LC 500,2022,5,471,398,4.4,"92,950",https://upload.wikimedia.org/wikipedia/commons/thumb/8/89/2023_Lexus_LC500_in_Atomic_Silver%2C_front_left.jpg/640px-2023_Lexus_LC500_in_Atomic_Silver%2C_front_left.jpg
944,McLaren,570S,2021,3.8,562,443,3.1,"208,800",https://upload.wikimedia.org/wikipedia/commons/thumb/8/87/2017_McLaren_570S%2C_blue%2C_front_left.jpg/640px-2017_McLaren_570S%2C_blue%2C_front_left.jpg
945,Mercedes-Benz,AMG C63,2022,4,469,479,3.8,"71,450",https://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/Mercedes-AMG_S_63%2C_Frankfurt_%281Y7A3450%29.jpg/640px-Mercedes-AMG_S_63%2C_Frankfurt_%281Y7A3450%29.jpg
946,Nissan,370Z Nismo,2021,3.7,350,276,4.9,"47,820",https://upload.wikimedia.org/wikipedia/commons/thumb/a/a8/2012-2017_Nissan_Fairlady_Z.jpg/640px-2012-2017_Nissan_Fairlady_Z.jpg
947,Porsche,Panamera GTS,2021,4,473,457,3.9,"134,150",https://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/Porsche_972_IMG_9337.jpg/640px-Porsche_972_IMG_9337.jpg
948,Audi,TT RS,2022,2.5,394,354,3.6,"67,600",https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/2019_Audi_TT_Sport_40_TFSi_S-A_2.0_Front.jpg/640px-2019_Audi_TT_Sport_40_TFSi_S-A_2.0_Front.jpg
949,BMW,M4,2021,3,473,406,3.8,"71,800",https://upload.wikimedia.org/wikipedia/commons/thumb/e/e2/2021_BMW_M4_Competition_Automatic_3.0_Front.jpg/640px-2021_BMW_M4_Competition_Automatic_3.0_Front.jpg
950,Ferrari,F8 Tributo,2021,3.9,710,568,2.8,"274,280",https://upload.wikimedia.org/wikipedia/commons/thumb/8/8b/Ferrari_F8_Tributo_Genf_2019_1Y7A5665.jpg/640px-Ferrari_F8_Tributo_Genf_2019_1Y7A5665.jpg
951,Lamborghini,Aventador,2021,6.5,770,531,2.9,"393,695",https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Lamborghini_Aventador_at_Chelsea_Auto_Legends_2012%2C_London_%28Ank_Kumar%29_02.jpg/640px-Lamborghini_Aventador_at_Chelsea_Auto_Legends_2012%2C_London_%28Ank_Kumar%29_02.jpg
952,McLaren,GT,2021,4,612,465,3.1,"250,000",https://upload.wikimedia.org/wikipedia/commons/thumb/0/08/2022_McLaren_GT.jpg/640px-2022_McLaren_GT.jpg
953,Mercedes-Benz,AMG GT 4-Door Coupe,2021,4,630,664,3.1,"171,200",https://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/Mercedes-AMG_S_63%2C_Frankfurt_%281Y7A3450%29.jpg/640px-Mercedes-AMG_S_63%2C_Frankfurt_%281Y7A3450%29.jpg
954,Aston Martin,DBS Superleggera,2022,5.2,715,663,3.4,"321,000",https://upload.wikimedia.org/wikipedia/commons/thumb/0/0c/AstonMartinDB-S-1969-avant.jpg/640px-AstonMartinDB-S-1969-avant.jpg
955,Lotus,Evora GT,2021,3.5,416,317,3.8,"100,500",https://upload.wikimedia.org/wikipedia/commons/thumb/2/26/2017_Lotus_Evora_400%2C_sky_blue%2C_front_left.jpg/640px-2017_Lotus_Evora_400%2C_sky_blue%2C_front_left.jpg
956,Porsche,Taycan Turbo S,2021,Electric,750,774,2.6,"185,000",https://upload.wikimedia.org/wikipedia/commons/thumb/d/dc/2020_Porsche_Taycan_4S_79kWh_Front.jpg/640px-2020_Porsche_Taycan_4S_79kWh_Front.jpg
957,McLaren,570S,2021,3.8,562,443,3.1,"195,000",https://upload.wikimedia.org/wikipedia/commons/thumb/8/87/2017_McLaren_570S%2C_blue%2C_front_left.jpg/640px-2017_McLaren_570S%2C_blue%2C_front_left.jpg
958,Lamborghini,Aventador SVJ,2021,6.5,759,531,2.8,"517,770",https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Lamborghini_Aventador_at_Chelsea_Auto_Legends_2012%2C_London_%28Ank_Kumar%29_02.jpg/640px-Lamborghini_Aventador_at_Chelsea_Auto_Legends_2012%2C_London_%28Ank_Kumar%29_02.jpg
959,Ford,GT,2021,3.5,660,550,3,"500,000",https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Ford_GT_2018_and_Ford_GT_1968_at_Legendy_2019_in_Prague_%28cropped%29.jpg/640px-Ford_GT_2018_and_Ford_GT_1968_at_Legendy_2019_in_Prague_%28cropped%29.jpg
960,Audi,RS7 Sportback,2022,4,591,590,3.5,"114,000",https://upload.wikimedia.org/wikipedia/commons/thumb/d/d2/2018_Audi_A7_S_Line_40_TDi_S-A_2.0.jpg/640px-2018_Audi_A7_S_Line_40_TDi_S-A_2.0.jpg
961,BMW,M4,2022,3,473,406,4.1,"72,800",https://upload.wikimedia.org/wikipedia/commons/thumb/e/e2/2021_BMW_M4_Competition_Automatic_3.0_Front.jpg/640px-2021_BMW_M4_Competition_Automatic_3.0_Front.jpg
962,Mercedes-AMG,C63 S,2022,4,503,516,3.7,"78,100",/placeholder-car.jpg
963,Chevrolet,Camaro ZL1,2021,6.2,650,650,3.5,"63,000",https://upload.wikimedia.org/wikipedia/commons/thumb/5/5e/2019_Chevrolet_Camaro_2SS_6.2L_front_3.16.19.jpg/640px-2019_Chevrolet_Camaro_2SS_6.2L_front_3.16.19.jpg
964,Dodge,Charger Hellcat,2021,6.2,717,650,3.6,"70,000",https://upload.wikimedia.org/wikipedia/commons/thumb/6/62/1969_Dodge_Charger_%2821572136732%29.jpg/640px-1969_Dodge_Charger_%2821572136732%29.jpg
965,Alfa Romeo,Giulia Quadrifoglio,2021,2.9,505,443,3.8,"78,450",https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Alfa_Romeo_Giulia_Super_%28cropped%29.jpg/640px-Alfa_Romeo_Giulia_Super_%28cropped%29.jpg
966,Tesla,Model S Plaid,2022,Electric,"1,020","1,050",1.9,"141,190",/placeholder-car.jpg
967,Ferrari,SF90 Stradale,2021,4,986,590,2.5,"625,000",https://upload.wikimedia.org/wikipedia/commons/thumb/d/df/FIA_F1_Austria_2019_Nr._5_Vettel_1.jpg/640px-FIA_F1_Austria_2019_Nr._5_Vettel_1.jpg
968,Porsche,Panamera Turbo S E-Hybrid,2021,Hybrid,689,642,3,"190,000",https://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/Porsche_972_IMG_9337.jpg/640px-Porsche_972_IMG_9337.jpg
969,McLaren,Artura,2022,3,671,531,3,"225,000",https://upload.wikimedia.org/wikipedia/commons/thumb/6/63/2021_McLaren_Artura_%281%29.jpg/640px-2021_McLaren_Artura_%281%29.jpg
970,Lamborghini,Urus,2021,4,641,627,3.6,"222,000",https://upload.wikimedia.org/wikipedia/commons/thumb/f/f1/Lamborghini_Urus_SE_DSC_8524.jpg/640px-Lamborghini_Urus_SE_DSC_8524.jpg
971,Ford,Mustang Mach 1,2021,5,480,420,4,"52,915",https://upload.wikimedia.org/wikipedia/commons/thumb/d/d1/2018_Ford_Mustang_GT_5.0.jpg/640px-2018_Ford_Mustang_GT_5.0.jpg
972,Porsche,911,2022,3,379,331,4,"101,200",https://upload.wikimedia.org/wikipedia/commons/thumb/a/a2/Porsche_911_No_1000000%2C_70_Years_Porsche_Sports_Car%2C_Berlin_%281X7A3888%29.jpg/640px-Porsche_911_No_1000000%2C_70_Years_Porsche_Sports_Car%2C_Berlin_%281X7A3888%29.jpg
973,Lamborghini,Huracan,2021,5.2,630,443,2.8,"274,390",https://upload.wikimedia.org/wikipedia/commons/thumb/c/ca/2017_Lamborghini_Huracan_LP610.jpg/640px-2017_Lamborghini_Huracan_LP610.jpg
974,Ferrari,488 GTB,2022,3.9,661,561,3,"333,750",https://upload.wikimedia.org/wikipedia/commons/thumb/0/0d/2018_Ferrari_488_GTB_4.jpg/640px-2018_Ferrari_488_GTB_4.jpg
975,Audi,R8,2022,5.2,562,406,3.2,"142,700",https://upload.wikimedia.org/wikipedia/commons/thumb/d/d2/2018_Audi_R8_Coupe_V10_plus_Front.jpg/640px-2018_Audi_R8_Coupe_V10_plus_Front.jpg
976,McLaren,720S,2021,4,710,568,2.7,"298,000",https://upload.wikimedia.org/wikipedia/commons/thumb/2/23/2018_McLaren_720S_V8_S-A_4.0.jpg/640px-2018_McLaren_720S_V8_S-A_4.0.jpg
977,BMW,M8,2022,4.4,617,553,3.1,"130,000",https://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/BMW_M8_Competition_IMG_3364.jpg/640px-BMW_M8_Competition_IMG_3364.jpg
978,Mercedes-Benz,AMG GT,2021,4,523,494,3.8,"118,500",https://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/Mercedes-AMG_S_63%2C_Frankfurt_%281Y7A3450%29.jpg/640px-Mercedes-AMG_S_63%2C_Frankfurt_%281Y7A3450%29.jpg
979,Chevrolet,Corvette,2021,6.2,490,465,2.8,"59,900",https://upload.wikimedia.org/wikipedia/commons/thumb/a/a2/2021_Chevrolet_Corvette_C8.jpg/640px-2021_Chevrolet_Corvette_C8.jpg
980,Ford,Mustang Shelby GT500,2022,5.2,760,625,3.5,"81,000",https://upload.wikimedia.org/wikipedia/commons/thumb/d/d1/2018_Ford_Mustang_GT_5.0.jpg/640px-2018_Ford_Mustang_GT_5.0.jpg
981,Nissan,GT-R Nismo,2021,3.8,600,481,2.5,"212,000",https://upload.wikimedia.org/wikipedia/commons/thumb/7/7c/2018_Nissan_GT-R_Premium_in_Super_Silver%2C_Front_Right%2C_10-11-2022.jpg/640px-2018_Nissan_GT-R_Premium_in_Super_Silver%2C_Front_Right%2C_10-11-2022.jpg
982,Dodge,Challenger SRT Hellcat,2021,6.2,717,656,3.5,"64,195",https://upload.wikimedia.org/wikipedia/commons/thumb/0/07/Dodge_Challenger_SRT8_%282015%29_Hirschaid-20220709-RM-120221.jpg/640px-Dodge_Challenger_SRT8_%282015%29_Hirschaid-20220709-RM-120221.jpg
983,Aston Martin,Vantage,2021,4,503,505,3.6,"147,000",https://upload.wikimedia.org/wikipedia/commons/thumb/3/34/Aston-Martin_Vantage_%281973%29_%2834328531642%29.jpg/640px-Aston-Martin_Vantage_%281973%29_%2834328531642%29.jpg
984,Bugatti,Chiron,2022,8,1500,1180,2.5,"3,900,000",https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/Bugatti_Chiron_1.jpg/640px-Bugatti_Chiron_1.jpg
